,loss,accuracy,val_loss,val_accuracy
0,1.1410249471664429,0.46666666865348816,1.132709264755249,0.3375000059604645
1,1.121120572090149,0.4958333373069763,1.134008526802063,0.3791666626930237
2,1.0171581506729126,0.5104166865348816,1.1274992227554321,0.40416666865348816
3,0.9775009751319885,0.5520833134651184,1.1163445711135864,0.4166666567325592
4,0.9408406019210815,0.5645833611488342,1.007930874824524,0.44583332538604736
5,0.8726625442504883,0.6156250238418579,0.9285772442817688,0.5208333134651184
6,0.8283235430717468,0.6135416626930237,0.830542266368866,0.6499999761581421
7,0.7867242693901062,0.6510416865348816,0.7406006455421448,0.7333333492279053
8,0.7593019008636475,0.6583333611488342,0.6859501600265503,0.7458333373069763
9,0.73890221118927,0.6499999761581421,0.6164494752883911,0.8083333373069763
10,0.7192858457565308,0.6885416507720947,0.5647620558738708,0.8416666388511658
11,0.6822170615196228,0.706250011920929,0.5474831461906433,0.8374999761581421
12,0.6884490847587585,0.699999988079071,0.5079073309898376,0.8541666865348816
13,0.6236844658851624,0.737500011920929,0.4702926278114319,0.887499988079071
14,0.6075384616851807,0.7593749761581421,0.45873966813087463,0.9166666865348816
15,0.5827191472053528,0.7666666507720947,0.43663489818573,0.9083333611488342
16,0.558315098285675,0.7729166746139526,0.40935173630714417,0.949999988079071
17,0.5329305529594421,0.7895833253860474,0.3987792432308197,0.9166666865348816
18,0.5322577357292175,0.7822916507720947,0.3770696222782135,0.949999988079071
19,0.5021553039550781,0.793749988079071,0.33820459246635437,0.9666666388511658
20,0.48727160692214966,0.8229166865348816,0.33551105856895447,0.9416666626930237
21,0.436941921710968,0.8479166626930237,0.31148645281791687,0.9791666865348816
22,0.4367062449455261,0.8374999761581421,0.2747720181941986,0.9708333611488342
23,0.40251120924949646,0.871874988079071,0.2571412920951843,0.9833333492279053
24,0.38987666368484497,0.8614583611488342,0.24122680723667145,0.9833333492279053
25,0.3549410104751587,0.8895833492279053,0.23034979403018951,0.9833333492279053
26,0.33053943514823914,0.8927083611488342,0.23452433943748474,0.9833333492279053
27,0.31697192788124084,0.8999999761581421,0.18937277793884277,0.9958333373069763
28,0.324308305978775,0.887499988079071,0.17903263866901398,0.9958333373069763
29,0.27390721440315247,0.9291666746139526,0.16335201263427734,1.0
30,0.2784561216831207,0.9072916507720947,0.16461831331253052,0.9916666746139526
31,0.22179542481899261,0.9385416507720947,0.15007643401622772,0.9958333373069763
32,0.23514609038829803,0.9322916865348816,0.13237984478473663,0.9958333373069763
33,0.21890009939670563,0.9437500238418579,0.11820053309202194,1.0
34,0.2163819819688797,0.9427083134651184,0.10519585758447647,1.0
35,0.1827501356601715,0.9541666507720947,0.09314429759979248,1.0
36,0.20314732193946838,0.9489583373069763,0.09342178702354431,1.0
37,0.1709425002336502,0.9541666507720947,0.06948200613260269,1.0
38,0.15147551894187927,0.9770833253860474,0.07430709153413773,1.0
39,0.16500909626483917,0.9614583253860474,0.06807306408882141,1.0
40,0.13653264939785004,0.9697916507720947,0.054697152227163315,1.0
41,0.12038518488407135,0.9822916388511658,0.05047823488712311,1.0
42,0.1360100954771042,0.9677083492279053,0.050920385867357254,1.0
43,0.13475371897220612,0.9645833373069763,0.04673200845718384,1.0
44,0.1291538029909134,0.971875011920929,0.03843100741505623,1.0
45,0.10491085797548294,0.9822916388511658,0.047431766986846924,1.0
46,0.10367823392152786,0.9770833253860474,0.03815822675824165,1.0
47,0.1013089269399643,0.9781249761581421,0.027105363085865974,1.0
48,0.09887384623289108,0.9770833253860474,0.028530199080705643,1.0
49,0.08130192011594772,0.984375,0.023379575461149216,1.0
50,0.07365560531616211,0.9895833134651184,0.022937769070267677,1.0
51,0.07839082926511765,0.9885416626930237,0.02390885166823864,1.0
52,0.06713519990444183,0.9895833134651184,0.023448247462511063,1.0
53,0.06434308737516403,0.9927083253860474,0.017778540030121803,1.0
54,0.054071079939603806,0.9937499761581421,0.019208412617444992,1.0
55,0.060868196189403534,0.9895833134651184,0.017109286040067673,1.0
56,0.05461856350302696,0.9916666746139526,0.014955071732401848,1.0
57,0.059395093470811844,0.9864583611488342,0.01669556275010109,1.0
58,0.0476054921746254,0.996874988079071,0.011792703531682491,1.0
59,0.045281749218702316,0.9927083253860474,0.01282085757702589,1.0
60,0.05044083669781685,0.9947916865348816,0.013827360235154629,1.0
61,0.05071673169732094,0.9916666746139526,0.01244275365024805,1.0
62,0.04858361557126045,0.9958333373069763,0.009297250770032406,1.0
63,0.051952064037323,0.9906250238418579,0.010045100934803486,1.0
64,0.03543560206890106,0.9979166388511658,0.008785744197666645,1.0
65,0.032475795596838,0.9979166388511658,0.00769567908719182,1.0
66,0.03318151459097862,0.996874988079071,0.007145955227315426,1.0
67,0.03437720984220505,0.996874988079071,0.006710207089781761,1.0
68,0.031159814447164536,0.9947916865348816,0.006452773232012987,1.0
69,0.03564221411943436,0.996874988079071,0.006148103158921003,1.0
70,0.03194373473525047,0.9958333373069763,0.005636872258037329,1.0
71,0.02813410386443138,0.9979166388511658,0.0057509238831698895,1.0
72,0.028964584693312645,0.9958333373069763,0.009014423936605453,1.0
73,0.03585430234670639,0.9958333373069763,0.005474976729601622,1.0
74,0.027476247400045395,0.9989583492279053,0.005050702020525932,1.0
75,0.01970287226140499,1.0,0.004231113474816084,1.0
76,0.02282591350376606,0.9989583492279053,0.0039902376011013985,1.0
77,0.02516457810997963,0.9979166388511658,0.004228193778544664,1.0
78,0.018475865945219994,0.9979166388511658,0.0036801614332944155,1.0
79,0.02096187137067318,1.0,0.0034462022595107555,1.0
80,0.019858883693814278,0.9989583492279053,0.0036878727842122316,1.0
81,0.018201956525444984,0.9979166388511658,0.0037488362286239862,1.0
82,0.0295281819999218,0.9958333373069763,0.005330643150955439,1.0
83,0.019834892824292183,0.9989583492279053,0.003472638549283147,1.0
84,0.017162466421723366,0.9979166388511658,0.003211779985576868,1.0
85,0.02277623489499092,0.9989583492279053,0.003398885251954198,1.0
86,0.016910191625356674,1.0,0.002716806950047612,1.0
87,0.021066343411803246,0.996874988079071,0.0034411479718983173,1.0
88,0.017465876415371895,0.9989583492279053,0.0024064008612185717,1.0
89,0.016339650377631187,0.9979166388511658,0.0029023943934589624,1.0
90,0.015132742002606392,0.9989583492279053,0.002370799658820033,1.0
91,0.015578863210976124,0.9989583492279053,0.0021705254912376404,1.0
92,0.014228208921849728,1.0,0.002052031457424164,1.0
93,0.015017623081803322,0.9989583492279053,0.0021245148964226246,1.0
94,0.0131529550999403,1.0,0.002123116049915552,1.0
95,0.017108676955103874,0.996874988079071,0.0022746026515960693,1.0
96,0.013056989759206772,1.0,0.002056123921647668,1.0
